상품상태,카테고리ID,상품명,판매가,재고수량,대표 이미지 파일명,상품 상세정보,판매자 상품코드,제조사,브랜드,부가세,원산지 직접입력,배송방법,배송비 유형,기본배송비,배송비 결제방식,반품배송비,교환배송비,지역별 차등배송비 정보,옵션형태,대카테고리,중카테고리,소카테고리
신상품,54215720,전자레인지 프리미엄 2834,3208892,762,6273444565_nfdaeAyJsg_1756948883_img25.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 4년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 전자레인지, 220V, 소비전력 1.0kW, 크기 500x300x300mm</div>",CH5449910,LG,LG,과세상품,일본,화물배송,수량별,0,착불 또는 선결제,15000,20000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방장비/렌탈/양도양수,계약관리,전자레인지
중고상품,57664516,믹서 스탠다드 9202,1564021,926,9318945150_pKavUidHKA_1756948883_img26.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 5년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 믹서, 220V, 소비전력 0.5kW, 크기 200x200x400mm</div>",CH6547248,LG,LG,과세상품,중국,직배송,유료,5000,착불 또는 선결제,0,6000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방장비/유지보수,상업용기기,믹서
신상품,53667316,양도양수 냉장고 프리미엄 4825,2283630,31,5340158308_zxFSAfIVvL_1756948883_img98.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 3년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 냉장고, 220V, 소비전력 2.0kW, 크기 1800x900x800mm</div>",CH4862692,보쉬,보쉬,과세상품,대한민국,직배송,수량별,15000,착불 또는 선결제,3000,6000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방기기/상업용,유지보수,냉장고
렌탈상품,52047468,렌탈 믹서 스탠다드 5672,2125987,906,2710894133_UaSGXDzRpn_1756948883_img41.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 4년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 믹서, 220V, 소비전력 0.5kW, 크기 200x200x400mm</div>",CH3011950,LG,LG,과세상품,수입산_아시아_중국,직배송,무료,12000,선결제,10000,6000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방장비/렌탈/양도양수,렌탈서비스,믹서
중고상품,59857308,양도양수 냉장고 스탠다드 9611,4204765,90,9335112127_vErqiGFekF_1756948883_img82.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 4년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 냉장고, 220V, 소비전력 2.0kW, 크기 1800x900x800mm</div>",CH8346189,네스프레소,네스프레소,과세상품,이탈리아,직배송,무료,3000,선결제,5000,10000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,렌탈서비스/계약관리,양도양수,냉장고
신상품,53751973,그릴 스탠다드 6228,418672,652,9069762259_dHOgKSSIVF_1756948883_img77.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 1년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 그릴, 220V, 소비전력 2.5kW, 크기 700x400x200mm</div>",CH9212060,브레빌,브레빌,과세상품,수입산_아시아_중국,화물배송,유료,15000,착불 또는 선결제,5000,30000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방기기/상업용,유지보수,그릴
신상품,50474483,양도양수 그릴 스탠다드 6580,4617114,649,3622647674_hjzyRsvTzq_1756948883_img70.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 3년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 그릴, 220V, 소비전력 2.5kW, 크기 700x400x200mm</div>",CH6848251,LG,LG,과세상품,대한민국,"택배, 소포, 등기",유료,5000,착불 또는 선결제,3000,10000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방장비/렌탈/양도양수,렌탈서비스,그릴
렌탈상품,52608757,렌탈 제빙기 스탠다드 9835,3188288,267,9760077998_kuVnIRAVBX_1756948883_img45.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 5년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 제빙기, 220V, 소비전력 1.5kW, 크기 600x500x800mm</div>",CH9313041,브레빌,브레빌,과세상품,미국,렌탈배송,수량별,12000,착불 또는 선결제,15000,10000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방기기/상업용,상업용기기,제빙기
신상품,53023652,양도양수 양도 스탠다드 7751,4814895,885,8747405794_VCkpwPoWvF_1756948883_img62.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 5년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 양도, 양도양수 계약서, 계약 양도 가능</div>",CH4465324,네스프레소,네스프레소,과세상품,독일,"택배, 소포, 등기",수량별,0,착불 또는 선결제,0,30000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,렌탈서비스/계약관리,렌탈서비스,양도
신상품,52534284,그릴 스탠다드 6761,1703384,82,1871358112_ufEumdnaDp_1756948883_img82.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 2년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 그릴, 220V, 소비전력 2.5kW, 크기 700x400x200mm</div>",CH5066492,델롱기,델롱기,과세상품,수입산_아시아_중국,직배송,무료,5000,선결제,3000,30000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방기기/상업용,유지보수,그릴
중고상품,55931836,냉장고 스탠다드 9735,153270,77,5138994746_YaMLNiGPCj_1756948883_img18.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 5년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 냉장고, 220V, 소비전력 2.0kW, 크기 1800x900x800mm</div>",CH3641467,델롱기,델롱기,과세상품,수입산_아시아_중국,화물배송,무료,3000,선결제,10000,0,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방장비/렌탈/양도양수,양도양수,냉장고
중고상품,51961564,그릴 프리미엄 8950,4138825,637,6843708097_FHheMhXSbi_1756948883_img25.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 3년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 그릴, 220V, 소비전력 2.5kW, 크기 700x400x200mm</div>",CH5165890,보쉬,보쉬,과세상품,이탈리아,직배송,수량별,15000,착불 또는 선결제,5000,0,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방기기/상업용,렌탈서비스,그릴
렌탈상품,52740500,렌탈 커피머신 스탠다드 1003,3129274,694,5065851503_ZPnxUHnxxT_1756948883_img30.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 3년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 커피머신, 220V, 소비전력 1.2kW, 크기 300x400x400mm</div>",CH1971333,네스프레소,네스프레소,과세상품,수입산_아시아_중국,렌탈배송,수량별,3000,착불 또는 선결제,3000,0,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방기기/가정용,렌탈서비스,커피머신
신상품,57550615,제빙기 스탠다드 4230,423478,361,8942123128_LZkxvFEiQn_1756948883_img29.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 2년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 제빙기, 220V, 소비전력 1.5kW, 크기 600x500x800mm</div>",CH2855601,브레빌,브레빌,과세상품,이탈리아,"택배, 소포, 등기",유료,5000,착불 또는 선결제,3000,6000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,렌탈서비스/계약관리,양도양수,제빙기
렌탈상품,52251920,렌탈 오븐 스탠다드 5111,932117,475,4174980670_lWnPnZANFN_1756948883_img85.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 3년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 오븐, 220V, 소비전력 3.5kW, 크기 1200x800x600mm</div>",CH5649827,쿠진아트,쿠진아트,과세상품,수입산_아시아_중국,화물배송,유료,15000,착불 또는 선결제,3000,20000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,렌탈서비스/계약관리,렌탈서비스,오븐
렌탈상품,58483053,렌탈 오븐 스탠다드 6522,789400,393,8675545537_fMLNdngpBr_1756948883_img90.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 1년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 오븐, 220V, 소비전력 3.5kW, 크기 1200x800x600mm</div>",CH5665140,쿠진아트,쿠진아트,과세상품,미국,렌탈배송,수량별,0,착불 또는 선결제,10000,6000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방장비/유지보수,렌탈서비스,오븐
렌탈상품,55054162,렌탈 스팀오븐 스탠다드 7128,2867163,174,2815839313_LiOHvBIiTC_1756948883_img87.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 2년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 스팀오븐, 220V, 소비전력 3.8kW, 크기 1200x800x700mm</div>",CH3450969,보쉬,보쉬,과세상품,대한민국,"택배, 소포, 등기",수량별,10000,착불 또는 선결제,5000,6000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방장비/유지보수,유지보수,스팀오븐
중고상품,52393547,냉장고 스탠다드 9295,3592683,706,1499635018_xwiLCXrgpm_1756948883_img77.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 5년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 냉장고, 220V, 소비전력 2.0kW, 크기 1800x900x800mm</div>",CH5810409,보쉬,보쉬,과세상품,대한민국,직배송,유료,5000,착불 또는 선결제,3000,10000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,렌탈서비스/계약관리,계약관리,냉장고
중고상품,57213341,양도양수 커피머신 프리미엄 2873,1205847,901,2968602412_SGsgNxwtDH_1756948883_img75.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 5년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 커피머신, 220V, 소비전력 1.2kW, 크기 300x400x400mm</div>",CH5300116,LG,LG,과세상품,중국,"택배, 소포, 등기",유료,3000,착불 또는 선결제,0,10000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방장비/유지보수,상업용기기,커피머신
렌탈상품,59542207,렌탈 커피머신 스탠다드 4704,3140704,325,9604141518_lATKpWMBbh_1756948883_img54.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 3년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 커피머신, 220V, 소비전력 1.2kW, 크기 300x400x400mm</div>",CH3814376,쿠진아트,쿠진아트,과세상품,미국,화물배송,유료,12000,착불 또는 선결제,10000,6000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방장비/유지보수,유지보수,커피머신
렌탈상품,58009728,렌탈 냉장고 프리미엄 6708,4573961,376,5923587778_NbAJEuLCut_1756948883_img74.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 1년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 냉장고, 220V, 소비전력 2.0kW, 크기 1800x900x800mm</div>",CH1288635,보쉬,보쉬,과세상품,중국,"택배, 소포, 등기",수량별,5000,착불 또는 선결제,0,0,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방기기/상업용,렌탈서비스,냉장고
신상품,58172177,양도양수 스팀오븐 스탠다드 8883,4320312,594,2362292159_SGiBUiEKQb_1756948883_img57.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 1년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 스팀오븐, 220V, 소비전력 3.8kW, 크기 1200x800x700mm</div>",CH3821237,삼성,삼성,과세상품,대한민국,렌탈배송,유료,5000,착불 또는 선결제,15000,20000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방기기/상업용,렌탈서비스,스팀오븐
중고상품,57857098,양도양수 오븐 프리미엄 7926,1261100,848,6116787450_SbrNrTxJyD_1756948883_img46.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 5년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 오븐, 220V, 소비전력 3.5kW, 크기 1200x800x600mm</div>",CH1324621,쿠진아트,쿠진아트,과세상품,독일,렌탈배송,유료,5000,착불 또는 선결제,0,0,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방장비/유지보수,유지보수,오븐
신상품,59402796,믹서 스탠다드 4456,3730995,318,2487385255_kapvYqHGkQ_1756948883_img59.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 2년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 믹서, 220V, 소비전력 0.5kW, 크기 200x200x400mm</div>",CH1230432,보쉬,보쉬,과세상품,일본,"택배, 소포, 등기",수량별,15000,착불 또는 선결제,10000,0,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방장비/렌탈/양도양수,계약관리,믹서
렌탈상품,53360935,렌탈 오븐 프리미엄 1572,3922669,44,3373221649_KWbxYeOhBE_1756948883_img60.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 5년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 오븐, 220V, 소비전력 3.5kW, 크기 1200x800x600mm</div>",CH1738738,삼성,삼성,과세상품,미국,렌탈배송,유료,3000,착불 또는 선결제,5000,6000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방기기/가정용,렌탈서비스,오븐
렌탈상품,52647632,렌탈 제빙기 스탠다드 7502,2425581,187,1932983545_AgZpUmlnER_1756948883_img92.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 4년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 제빙기, 220V, 소비전력 1.5kW, 크기 600x500x800mm</div>",CH5204748,보쉬,보쉬,과세상품,수입산_아시아_중국,"택배, 소포, 등기",수량별,15000,착불 또는 선결제,15000,6000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방장비/렌탈/양도양수,계약관리,제빙기
신상품,55074316,식기세척기 스탠다드 6389,3374647,652,9198814439_mMSeXbxzTv_1756948883_img27.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 3년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 식기세척기, 220V, 소비전력 1.8kW, 크기 600x600x850mm</div>",CH4319127,브레빌,브레빌,과세상품,독일,화물배송,수량별,0,착불 또는 선결제,5000,20000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,렌탈서비스/계약관리,계약관리,식기세척기
신상품,55747884,양도양수 식기세척기 스탠다드 6963,1179568,108,5559143558_FHNhzoRuWM_1756948883_img34.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 4년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 식기세척기, 220V, 소비전력 1.8kW, 크기 600x600x850mm</div>",CH7937623,키친에이드,키친에이드,과세상품,일본,직배송,무료,3000,선결제,0,6000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방장비/유지보수,유지보수,식기세척기
신상품,50495101,오븐 스탠다드 8284,380465,721,8995684738_zzboEKFYVb_1756948883_img80.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 4년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 오븐, 220V, 소비전력 3.5kW, 크기 1200x800x600mm</div>",CH5138447,브레빌,브레빌,과세상품,독일,화물배송,무료,12000,선결제,15000,10000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방장비/유지보수,유지보수,오븐
신상품,56948858,양도양수 커피머신 스탠다드 9052,3551189,920,6260778960_aVjroMgbiP_1756948883_img27.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 2년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 커피머신, 220V, 소비전력 1.2kW, 크기 300x400x400mm</div>",CH5376333,네스프레소,네스프레소,과세상품,중국,"택배, 소포, 등기",수량별,12000,착불 또는 선결제,5000,10000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방장비/유지보수,유지보수,커피머신
신상품,58830050,양도양수 제빙기 스탠다드 3030,1038399,954,2741628911_cjPXdBumUD_1756948883_img39.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 1년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 제빙기, 220V, 소비전력 1.5kW, 크기 600x500x800mm</div>",CH6279628,델롱기,델롱기,과세상품,대한민국,직배송,수량별,5000,착불 또는 선결제,15000,6000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방기기/상업용,렌탈서비스,제빙기
신상품,54118922,양도양수 그릴 스탠다드 5944,2556215,487,2705228501_aTALpZJvND_1756948883_img79.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 5년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 그릴, 220V, 소비전력 2.5kW, 크기 700x400x200mm</div>",CH1273080,델롱기,델롱기,과세상품,독일,화물배송,무료,3000,선결제,3000,30000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방장비/유지보수,상업용기기,그릴
중고상품,53768846,양도양수 식기세척기 스탠다드 6382,1338037,818,2417015413_MyrbDhnWSr_1756948883_img29.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 5년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 식기세척기, 220V, 소비전력 1.8kW, 크기 600x600x850mm</div>",CH6260160,보쉬,보쉬,과세상품,대한민국,"택배, 소포, 등기",수량별,15000,착불 또는 선결제,3000,20000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,렌탈서비스/계약관리,양도양수,식기세척기
렌탈상품,54095339,렌탈 스팀오븐 스탠다드 7953,394259,262,8609546271_OwlEDiyvpb_1756948883_img80.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 4년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 스팀오븐, 220V, 소비전력 3.8kW, 크기 1200x800x700mm</div>",CH4038224,보쉬,보쉬,과세상품,이탈리아,"택배, 소포, 등기",수량별,10000,착불 또는 선결제,3000,10000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방장비/유지보수,유지보수,스팀오븐
신상품,55488449,양도양수 블렌더 스탠다드 1738,3547612,646,5925553034_tWEcowUHXh_1756948883_img33.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 3년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 블렌더, 220V, 소비전력 0.7kW, 크기 200x200x450mm</div>",CH2041784,삼성,삼성,과세상품,미국,직배송,무료,10000,선결제,0,10000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방기기/상업용,렌탈서비스,블렌더
렌탈상품,57917331,렌탈 오븐 스탠다드 2880,1957577,11,7193836121_CXajyKKtuE_1756948883_img49.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 1년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 오븐, 220V, 소비전력 3.5kW, 크기 1200x800x600mm</div>",CH2159173,쿠진아트,쿠진아트,과세상품,일본,렌탈배송,유료,5000,착불 또는 선결제,15000,0,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방장비/유지보수,상업용기기,오븐
렌탈상품,53600238,렌탈 전자레인지 스탠다드 4543,3883937,654,3757712078_dtxBVdJAuJ_1756948883_img92.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 5년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 전자레인지, 220V, 소비전력 1.0kW, 크기 500x300x300mm</div>",CH7490177,쿠진아트,쿠진아트,과세상품,대한민국,"택배, 소포, 등기",무료,0,선결제,0,0,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방기기/가정용,가정용기기,전자레인지
렌탈상품,59655693,렌탈 식기세척기 프리미엄 4932,4204028,725,6841192913_HTOqFuKKAw_1756948883_img20.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 5년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 식기세척기, 220V, 소비전력 1.8kW, 크기 600x600x850mm</div>",CH2217699,브레빌,브레빌,과세상품,이탈리아,렌탈배송,수량별,12000,착불 또는 선결제,0,20000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방장비/유지보수,렌탈서비스,식기세척기
중고상품,51868341,양도양수 제빙기 스탠다드 3353,2967285,860,7967949585_eCzyxntpVi_1756948883_img55.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 1년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 제빙기, 220V, 소비전력 1.5kW, 크기 600x500x800mm</div>",CH6969938,LG,LG,과세상품,이탈리아,"택배, 소포, 등기",수량별,5000,착불 또는 선결제,0,0,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방장비/렌탈/양도양수,양도양수,제빙기
신상품,57713262,냉장고 스탠다드 7962,2059897,723,1564306875_AcftVIUwEQ_1756948883_img76.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 4년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 냉장고, 220V, 소비전력 2.0kW, 크기 1800x900x800mm</div>",CH5547933,네스프레소,네스프레소,과세상품,중국,"택배, 소포, 등기",무료,15000,선결제,0,20000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방장비/유지보수,상업용기기,냉장고
렌탈상품,57826417,렌탈 식기세척기 스탠다드 3680,2524675,764,7681603239_GXJnuxXjSN_1756948883_img96.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 5년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 식기세척기, 220V, 소비전력 1.8kW, 크기 600x600x850mm</div>",CH6013985,브레빌,브레빌,과세상품,중국,직배송,무료,10000,선결제,3000,0,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방장비/렌탈/양도양수,렌탈서비스,식기세척기
신상품,52224074,양도양수 오븐 스탠다드 5585,2226216,372,8310039829_jsjasesAdH_1756948883_img99.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 2년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 오븐, 220V, 소비전력 3.5kW, 크기 1200x800x600mm</div>",CH5703655,네스프레소,네스프레소,과세상품,대한민국,직배송,무료,12000,선결제,0,10000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,렌탈서비스/계약관리,계약관리,오븐
신상품,55315218,믹서 스탠다드 3275,59169,387,9305360745_xZVoawpDeR_1756948883_img57.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 1년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 믹서, 220V, 소비전력 0.5kW, 크기 200x200x400mm</div>",CH3122363,보쉬,보쉬,과세상품,중국,화물배송,무료,0,선결제,15000,20000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방장비/렌탈/양도양수,양도양수,믹서
렌탈상품,53463339,렌탈 냉장고 스탠다드 1558,4522363,844,3686878768_TQjBGaGiBA_1756948883_img15.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 4년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 냉장고, 220V, 소비전력 2.0kW, 크기 1800x900x800mm</div>",CH1108327,브레빌,브레빌,과세상품,일본,화물배송,유료,15000,착불 또는 선결제,10000,30000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,렌탈서비스/계약관리,렌탈서비스,냉장고
신상품,53136570,양도양수 냉장고 스탠다드 9459,619821,853,6400384320_vKywVRNwmf_1756948883_img92.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 2년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 냉장고, 220V, 소비전력 2.0kW, 크기 1800x900x800mm</div>",CH9344169,델롱기,델롱기,과세상품,일본,화물배송,수량별,0,착불 또는 선결제,5000,20000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방장비/유지보수,렌탈서비스,냉장고
렌탈상품,59506909,렌탈 오븐 스탠다드 3427,2126218,405,1063887148_GlHptZtjui_1756948883_img94.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 5년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 오븐, 220V, 소비전력 3.5kW, 크기 1200x800x600mm</div>",CH4682219,LG,LG,과세상품,수입산_아시아_중국,"택배, 소포, 등기",무료,10000,선결제,5000,30000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방기기/가정용,렌탈서비스,오븐
중고상품,55801269,제빙기 프리미엄 6432,2049237,140,1051733851_rQVRviDUXn_1756948883_img53.jpg,"<p>주방 장비 렌탈 및 양도양수 관련 상세 정보. 렌탈 기간: 1년, 양도 조건: 계약 양도 가능.</p><br><img src=""https://example.com/img.jpg"" /><div>제품 사양: 제빙기, 220V, 소비전력 1.5kW, 크기 600x500x800mm</div>",CH7188634,LG,LG,과세상품,이탈리아,화물배송,수량별,12000,착불 또는 선결제,5000,10000,제주배송비: 3000 / 도서산간배송비: 5000,조합형,주방기기/상업용,렌탈서비스,제빙기
