회원ID,나이,성별,거주지,테니스_경험_연수,주_이용_시간대,선호_코치_스타일,선호_레슨_방식,경기_빈도,최근_경기_성적,선호_훈련_목표,선호_테니스_센터_유형,모바일_앱_사용_빈도,소비_성향
M571,32,F,서울 강남구,5년 이상,주말 저녁,친절한 지도,1:1,주 2회,,대회 준비,실내 코트,미사용,10-30만 원
M572,23,M,서울 송파구,0-1년,주말 저녁,동기부여 중심,그룹,월 1회 미만,0승 1패,대회 준비,실내 코트,주 1-2회,30만 원 이상
M573,38,F,경기 용인시,3-5년,평일 오전,동기부여 중심,그룹,월 2-3회,,실력 향상,접근성,주 1회 미만,10-30만 원
M574,44,F,대구 수성구,5년 이상,평일 오전,친절한 지도,1:1,주 2회,,체력 증진,실내 코트,주 1-2회,10만 원 미만
M575,31,F,대전 서구,0-1년,평일 저녁,친절한 지도,그룹,월 2-3회,1승 0패,체력 증진,미입력,매일,30만 원 이상
M576,39,M,광주 북구,3-5년,주말 오전,미입력,그룹,월 2-3회,2승 0패,대회 준비,시설 완비,미사용,10만 원 미만
M577,24,M,경기 용인시,0-1년,평일 오후,미입력,1:1,주 2회,,체력 증진,야외 코트,매일,10-30만 원
M578,31,F,대구 수성구,0-1년,평일 오후,동기부여 중심,1:1,월 1회 미만,0승 3패,체력 증진,시설 완비,주 1회 미만,30만 원 이상
M579,48,F,인천 연수구,3-5년,평일 오전,엄격한 피드백,1:1,월 1회 미만,0승 0패,대회 준비,접근성,주 1회 미만,30만 원 이상
M580,36,M,제주 서귀포시,0-1년,주말 오전,동기부여 중심,온라인,월 2-3회,2승 1패,대회 준비,야외 코트,매일,10-30만 원
M581,37,F,광주 북구,1-3년,평일 오전,미입력,그룹,월 1회 미만,3승 0패,체력 증진,야외 코트,미사용,10-30만 원
M582,20,F,경기 용인시,5년 이상,주말 오전,엄격한 피드백,1:1,주 2회,,실력 향상,실내 코트,매일,10-30만 원
M583,39,F,부산 해운대구,5년 이상,주말 오전,엄격한 피드백,온라인,월 1회 미만,2승 1패,체력 증진,실내 코트,매일,10-30만 원
M584,32,M,대전 서구,1-3년,평일 오후,친절한 지도,온라인,월 1회 미만,2승 2패,대회 준비,실내 코트,미사용,10만 원 미만
M585,49,M,대전 서구,3-5년,평일 저녁,엄격한 피드백,1:1,주 1회,3승 3패,체력 증진,실내 코트,주 1-2회,10만 원 미만
M586,40,M,서울 영등포구,3-5년,평일 오전,엄격한 피드백,그룹,주 2회,,대회 준비,실내 코트,매일,10만 원 미만
M587,10,M,경기 용인시,5년 이상,평일 오후,친절한 지도,온라인,월 2-3회,2승 1패,취미 유지,미입력,매일,10-30만 원
M588,20,F,서울 서초구,0-1년,주말 저녁,동기부여 중심,그룹,주 2회,,대회 준비,접근성,매일,10-30만 원
M589,27,F,광주 광산구,3-5년,주말 저녁,엄격한 피드백,온라인,주 1회,0승 2패,취미 유지,시설 완비,주 1회 미만,10-30만 원
M590,30,F,서울 강남구,1-3년,평일 오후,동기부여 중심,1:1,월 2-3회,,대회 준비,시설 완비,주 1회 미만,10만 원 미만
M591,37,M,광주 북구,3-5년,평일 저녁,친절한 지도,온라인,주 2회,,취미 유지,야외 코트,미사용,10-30만 원
M592,41,F,대구 수성구,5년 이상,평일 오전,엄격한 피드백,그룹,월 2-3회,,실력 향상,시설 완비,미사용,10만 원 미만
M593,21,F,부산 수영구,5년 이상,평일 저녁,엄격한 피드백,1:1,주 1회,,취미 유지,실내 코트,주 1회 미만,30만 원 이상
M594,51,M,인천 연수구,1-3년,주말 오전,미입력,온라인,주 2회,,체력 증진,실내 코트,주 1회 미만,10-30만 원
M595,36,F,경기 성남시,1-3년,평일 오후,엄격한 피드백,그룹,주 1회,1승 1패,체력 증진,실내 코트,매일,10-30만 원
M596,36,M,서울 강남구,5년 이상,주말 저녁,친절한 지도,그룹,주 1회,,체력 증진,접근성,주 1-2회,10-30만 원
M597,33,M,인천 남동구,1-3년,주말 오전,친절한 지도,그룹,월 1회 미만,,취미 유지,실내 코트,주 1-2회,10만 원 미만
M598,49,M,인천 남동구,0-1년,주말 오전,엄격한 피드백,1:1,월 1회 미만,1승 1패,체력 증진,접근성,매일,30만 원 이상
M599,20,M,대구 수성구,0-1년,평일 오후,친절한 지도,온라인,월 2-3회,,취미 유지,야외 코트,주 1-2회,10만 원 미만
M600,44,M,부산 해운대구,5년 이상,주말 오전,친절한 지도,그룹,월 2-3회,1승 0패,체력 증진,야외 코트,주 1회 미만,10-30만 원
M601,33,F,대구 달서구,0-1년,평일 오전,동기부여 중심,온라인,주 2회,1승 3패,취미 유지,시설 완비,매일,10만 원 미만
M602,43,F,인천 남동구,0-1년,주말 저녁,친절한 지도,그룹,월 1회 미만,2승 3패,체력 증진,시설 완비,매일,30만 원 이상
M603,43,F,서울 강남구,0-1년,평일 오후,엄격한 피드백,1:1,주 2회,,취미 유지,시설 완비,주 1-2회,10-30만 원
M604,44,F,서울 영등포구,1-3년,평일 오전,미입력,그룹,주 1회,,대회 준비,실내 코트,주 1-2회,10-30만 원
M605,28,M,대구 달서구,0-1년,주말 저녁,친절한 지도,온라인,월 1회 미만,,실력 향상,시설 완비,주 1-2회,10만 원 미만
M606,31,M,경기 성남시,1-3년,주말 오전,엄격한 피드백,온라인,월 1회 미만,2승 0패,취미 유지,시설 완비,주 1-2회,30만 원 이상
M607,49,M,인천 남동구,1-3년,평일 저녁,친절한 지도,그룹,월 2-3회,,실력 향상,실내 코트,미사용,10만 원 미만
M608,35,F,대구 달서구,3-5년,주말 저녁,친절한 지도,1:1,월 1회 미만,1승 3패,취미 유지,접근성,주 1회 미만,10만 원 미만
M609,28,F,대전 유성구,5년 이상,주말 저녁,친절한 지도,그룹,주 1회,0승 3패,실력 향상,접근성,주 1회 미만,10-30만 원
M610,19,F,서울 송파구,3-5년,평일 저녁,친절한 지도,1:1,주 1회,0승 2패,대회 준비,야외 코트,주 1-2회,30만 원 이상
M611,43,기타,서울 송파구,3-5년,주말 저녁,친절한 지도,그룹,주 2회,,대회 준비,시설 완비,주 1-2회,10만 원 미만
M612,31,M,부산 해운대구,0-1년,주말 오전,엄격한 피드백,1:1,월 2-3회,2승 3패,체력 증진,실내 코트,미사용,30만 원 이상
M613,33,F,서울 영등포구,1-3년,주말 오전,엄격한 피드백,온라인,월 2-3회,,취미 유지,야외 코트,미사용,10만 원 미만
M614,46,F,대구 수성구,3-5년,평일 저녁,미입력,그룹,월 1회 미만,,대회 준비,접근성,주 1-2회,10-30만 원
M615,28,F,부산 해운대구,3-5년,평일 저녁,동기부여 중심,1:1,월 1회 미만,2승 0패,실력 향상,실내 코트,주 1-2회,10-30만 원
M616,21,M,서울 강남구,0-1년,주말 저녁,엄격한 피드백,온라인,월 1회 미만,1승 0패,체력 증진,야외 코트,주 1회 미만,30만 원 이상
M617,41,M,강원 원주시,0-1년,평일 저녁,엄격한 피드백,그룹,주 1회,,대회 준비,야외 코트,미사용,10-30만 원
M618,20,M,대구 수성구,1-3년,평일 저녁,엄격한 피드백,그룹,월 2-3회,2승 2패,체력 증진,실내 코트,주 1회 미만,10만 원 미만
M619,34,M,부산 수영구,0-1년,평일 저녁,엄격한 피드백,온라인,월 1회 미만,0승 0패,대회 준비,실내 코트,미사용,10-30만 원
M620,34,F,서울 강남구,0-1년,평일 오후,친절한 지도,온라인,주 2회,,체력 증진,실내 코트,미사용,10만 원 미만
M621,31,M,인천 남동구,0-1년,평일 저녁,친절한 지도,온라인,월 2-3회,,대회 준비,접근성,미사용,10-30만 원
M622,48,F,대전 유성구,3-5년,평일 오후,미입력,그룹,주 1회,,체력 증진,실내 코트,주 1-2회,30만 원 이상
M623,30,F,부산 해운대구,3-5년,평일 저녁,엄격한 피드백,온라인,월 1회 미만,,대회 준비,미입력,주 1회 미만,30만 원 이상
M624,31,F,부산 해운대구,1-3년,평일 오전,엄격한 피드백,1:1,월 2-3회,3승 0패,체력 증진,미입력,주 1-2회,30만 원 이상
M625,35,M,인천 남동구,3-5년,평일 저녁,미입력,그룹,월 2-3회,,취미 유지,실내 코트,주 1회 미만,30만 원 이상
M626,50,M,서울 마포구,5년 이상,평일 저녁,친절한 지도,1:1,월 2-3회,1승 1패,실력 향상,미입력,매일,10-30만 원
M627,37,F,서울 마포구,3-5년,평일 오후,친절한 지도,1:1,월 2-3회,2승 2패,체력 증진,시설 완비,주 1-2회,10-30만 원
M628,45,M,강원 원주시,1-3년,주말 저녁,엄격한 피드백,그룹,주 2회,3승 0패,대회 준비,시설 완비,주 1회 미만,10-30만 원
M629,33,F,서울 마포구,1-3년,평일 오전,동기부여 중심,1:1,주 2회,2승 0패,실력 향상,미입력,미사용,30만 원 이상
M630,30,F,인천 남동구,3-5년,평일 오전,친절한 지도,온라인,월 1회 미만,1승 1패,실력 향상,실내 코트,매일,30만 원 이상
M631,19,F,서울 강남구,1-3년,주말 저녁,동기부여 중심,온라인,월 1회 미만,3승 1패,실력 향상,실내 코트,주 1회 미만,10-30만 원
M632,26,M,부산 수영구,1-3년,평일 저녁,엄격한 피드백,온라인,월 2-3회,1승 1패,취미 유지,야외 코트,미사용,30만 원 이상
M633,38,M,광주 북구,5년 이상,평일 저녁,엄격한 피드백,1:1,월 2-3회,2승 0패,체력 증진,실내 코트,미사용,30만 원 이상
M634,45,M,인천 남동구,1-3년,평일 오후,친절한 지도,1:1,주 2회,,실력 향상,시설 완비,매일,10-30만 원
M635,22,기타,서울 서초구,3-5년,평일 저녁,엄격한 피드백,온라인,월 2-3회,0승 0패,대회 준비,시설 완비,주 1회 미만,10-30만 원
M636,43,F,인천 남동구,0-1년,평일 오전,동기부여 중심,그룹,월 1회 미만,1승 2패,대회 준비,실내 코트,주 1-2회,30만 원 이상
M637,41,M,서울 강남구,0-1년,평일 오전,친절한 지도,1:1,주 1회,1승 0패,실력 향상,야외 코트,주 1회 미만,30만 원 이상
M638,28,F,서울 마포구,0-1년,주말 저녁,친절한 지도,그룹,월 2-3회,1승 3패,실력 향상,시설 완비,주 1회 미만,10-30만 원
M639,49,M,서울 강남구,1-3년,평일 오전,동기부여 중심,그룹,주 2회,3승 3패,취미 유지,실내 코트,주 1-2회,30만 원 이상
M640,22,M,서울 강남구,3-5년,평일 오전,동기부여 중심,1:1,월 1회 미만,0승 1패,대회 준비,야외 코트,주 1회 미만,10만 원 미만
M641,33,M,광주 북구,5년 이상,주말 오전,친절한 지도,온라인,월 1회 미만,0승 0패,체력 증진,실내 코트,매일,10-30만 원
M642,51,M,경기 성남시,1-3년,주말 저녁,친절한 지도,온라인,월 1회 미만,0승 1패,대회 준비,야외 코트,주 1-2회,30만 원 이상
M643,48,M,서울 영등포구,5년 이상,평일 오후,친절한 지도,1:1,주 1회,,취미 유지,시설 완비,주 1회 미만,10-30만 원
M644,37,M,대전 서구,3-5년,평일 저녁,엄격한 피드백,그룹,주 1회,0승 1패,체력 증진,실내 코트,주 1-2회,10만 원 미만
M645,33,M,대구 달서구,1-3년,평일 오전,친절한 지도,그룹,월 1회 미만,0승 0패,실력 향상,실내 코트,주 1-2회,30만 원 이상
M646,30,M,대구 수성구,1-3년,평일 오후,엄격한 피드백,온라인,월 2-3회,,취미 유지,접근성,주 1회 미만,10-30만 원
M647,20,F,부산 해운대구,0-1년,주말 오전,동기부여 중심,그룹,주 1회,3승 0패,체력 증진,야외 코트,미사용,10만 원 미만
M648,31,M,서울 송파구,0-1년,평일 저녁,엄격한 피드백,1:1,월 2-3회,,대회 준비,미입력,주 1-2회,10만 원 미만
M649,39,M,서울 강남구,3-5년,평일 오후,미입력,그룹,월 2-3회,,체력 증진,미입력,주 1회 미만,10만 원 미만
M650,37,M,대구 수성구,0-1년,평일 오전,친절한 지도,그룹,월 1회 미만,,대회 준비,실내 코트,매일,10만 원 미만
M651,47,F,부산 수영구,3-5년,평일 저녁,친절한 지도,1:1,월 1회 미만,,취미 유지,실내 코트,주 1-2회,10만 원 미만
M652,26,F,인천 남동구,1-3년,주말 오전,동기부여 중심,온라인,월 2-3회,1승 2패,대회 준비,시설 완비,미사용,10만 원 미만
M653,27,F,부산 해운대구,3-5년,주말 저녁,엄격한 피드백,온라인,월 2-3회,0승 3패,실력 향상,접근성,주 1-2회,10만 원 미만
M654,33,M,서울 송파구,3-5년,평일 저녁,친절한 지도,그룹,월 1회 미만,,대회 준비,실내 코트,매일,10-30만 원
M655,38,F,광주 광산구,5년 이상,평일 오전,친절한 지도,1:1,주 1회,,대회 준비,접근성,주 1-2회,30만 원 이상
M656,30,M,서울 서초구,3-5년,평일 오전,동기부여 중심,그룹,주 2회,2승 0패,취미 유지,실내 코트,주 1회 미만,10-30만 원
M657,25,M,경기 용인시,3-5년,주말 저녁,친절한 지도,1:1,주 1회,1승 1패,실력 향상,실내 코트,주 1-2회,10만 원 미만
M658,42,F,인천 남동구,1-3년,평일 오후,엄격한 피드백,1:1,월 2-3회,1승 1패,취미 유지,접근성,미사용,10-30만 원
M659,47,M,경기 성남시,0-1년,평일 오전,엄격한 피드백,그룹,주 1회,2승 2패,실력 향상,실내 코트,미사용,10-30만 원
M660,10,F,서울 강남구,0-1년,평일 저녁,엄격한 피드백,온라인,주 1회,1승 3패,대회 준비,시설 완비,주 1-2회,30만 원 이상
M661,28,M,서울 마포구,5년 이상,평일 저녁,친절한 지도,그룹,월 1회 미만,2승 2패,취미 유지,시설 완비,매일,30만 원 이상
M662,11,F,제주 서귀포시,5년 이상,평일 오후,친절한 지도,1:1,월 2-3회,1승 3패,실력 향상,야외 코트,주 1-2회,30만 원 이상
M663,32,M,경기 용인시,5년 이상,평일 저녁,엄격한 피드백,온라인,월 1회 미만,1승 1패,대회 준비,실내 코트,주 1회 미만,10만 원 미만
M664,32,F,서울 강남구,3-5년,평일 오후,친절한 지도,그룹,월 1회 미만,,대회 준비,실내 코트,주 1-2회,10만 원 미만
M665,43,M,경기 성남시,5년 이상,평일 오후,친절한 지도,그룹,월 2-3회,2승 3패,취미 유지,시설 완비,주 1-2회,30만 원 이상
M666,38,M,대구 수성구,5년 이상,평일 오전,동기부여 중심,그룹,월 2-3회,2승 2패,대회 준비,실내 코트,매일,10-30만 원
M667,21,F,부산 남구,3-5년,평일 오후,친절한 지도,온라인,주 2회,2승 0패,실력 향상,시설 완비,주 1회 미만,10-30만 원
M668,29,F,제주 서귀포시,1-3년,평일 저녁,엄격한 피드백,온라인,주 1회,,대회 준비,접근성,매일,10-30만 원
M669,42,M,대구 달서구,5년 이상,평일 오전,미입력,1:1,월 2-3회,3승 1패,체력 증진,접근성,주 1회 미만,30만 원 이상
M670,49,M,서울 영등포구,5년 이상,주말 저녁,엄격한 피드백,온라인,주 1회,0승 0패,체력 증진,야외 코트,주 1-2회,10만 원 미만
M671,30,M,인천 남동구,3-5년,주말 오전,친절한 지도,1:1,주 1회,,취미 유지,야외 코트,주 1회 미만,30만 원 이상
M672,33,M,대구 수성구,3-5년,평일 저녁,동기부여 중심,1:1,월 1회 미만,,실력 향상,실내 코트,주 1-2회,10만 원 미만
M673,49,M,부산 남구,1-3년,평일 오후,친절한 지도,그룹,월 1회 미만,1승 3패,대회 준비,접근성,매일,10만 원 미만
M674,58,F,광주 광산구,5년 이상,평일 저녁,엄격한 피드백,1:1,주 2회,0승 0패,체력 증진,야외 코트,매일,30만 원 이상
M675,38,M,부산 남구,0-1년,평일 저녁,친절한 지도,온라인,주 1회,,체력 증진,야외 코트,미사용,30만 원 이상
M676,35,M,제주 서귀포시,1-3년,평일 오전,친절한 지도,온라인,월 1회 미만,0승 0패,실력 향상,접근성,미사용,30만 원 이상
M677,22,F,부산 수영구,5년 이상,평일 오전,엄격한 피드백,그룹,월 1회 미만,3승 3패,취미 유지,실내 코트,주 1-2회,10-30만 원
M678,14,M,대구 수성구,5년 이상,평일 저녁,친절한 지도,그룹,월 2-3회,2승 1패,실력 향상,실내 코트,주 1-2회,10-30만 원
M679,42,M,서울 서초구,1-3년,주말 오전,친절한 지도,온라인,월 1회 미만,0승 0패,체력 증진,실내 코트,매일,10-30만 원
M680,25,M,부산 수영구,1-3년,평일 오전,동기부여 중심,그룹,월 1회 미만,1승 1패,체력 증진,야외 코트,미사용,10-30만 원
M681,31,F,대구 수성구,3-5년,주말 오전,동기부여 중심,1:1,주 2회,3승 1패,체력 증진,실내 코트,미사용,10-30만 원
M682,34,기타,광주 북구,0-1년,평일 오후,친절한 지도,1:1,월 2-3회,1승 0패,실력 향상,실내 코트,주 1회 미만,10만 원 미만
M683,34,M,부산 남구,1-3년,평일 오후,친절한 지도,그룹,주 1회,1승 1패,취미 유지,야외 코트,주 1-2회,30만 원 이상
M684,36,M,대전 서구,1-3년,주말 저녁,친절한 지도,온라인,주 2회,,취미 유지,미입력,주 1-2회,30만 원 이상
M685,40,F,서울 송파구,1-3년,평일 저녁,엄격한 피드백,그룹,주 2회,2승 2패,실력 향상,야외 코트,미사용,30만 원 이상
M686,36,F,대구 수성구,1-3년,평일 오후,엄격한 피드백,그룹,주 2회,0승 3패,실력 향상,시설 완비,주 1회 미만,30만 원 이상
M687,47,F,대전 유성구,0-1년,평일 오후,친절한 지도,온라인,주 1회,1승 2패,대회 준비,시설 완비,미사용,10-30만 원
M688,24,F,부산 해운대구,1-3년,주말 오전,미입력,1:1,월 2-3회,2승 0패,취미 유지,접근성,미사용,10-30만 원
M689,46,기타,서울 영등포구,5년 이상,주말 저녁,친절한 지도,온라인,주 2회,1승 1패,취미 유지,시설 완비,미사용,30만 원 이상
M690,34,F,경기 성남시,3-5년,평일 오후,엄격한 피드백,온라인,월 2-3회,1승 3패,대회 준비,접근성,매일,10-30만 원
M691,27,M,서울 영등포구,3-5년,평일 오전,동기부여 중심,1:1,월 1회 미만,0승 3패,체력 증진,접근성,주 1회 미만,10만 원 미만
M692,48,F,부산 수영구,1-3년,주말 저녁,친절한 지도,온라인,주 1회,3승 1패,대회 준비,미입력,주 1-2회,10만 원 미만
M693,35,M,서울 마포구,1-3년,주말 오전,동기부여 중심,그룹,월 1회 미만,3승 2패,실력 향상,접근성,주 1회 미만,30만 원 이상
M694,34,M,경기 성남시,5년 이상,평일 오후,엄격한 피드백,온라인,주 2회,3승 2패,대회 준비,접근성,주 1-2회,10-30만 원
M695,34,M,부산 수영구,1-3년,평일 오전,엄격한 피드백,온라인,주 1회,2승 2패,대회 준비,실내 코트,주 1회 미만,10만 원 미만
M696,43,F,인천 남동구,1-3년,주말 저녁,친절한 지도,그룹,주 2회,3승 2패,체력 증진,실내 코트,주 1-2회,30만 원 이상
M697,39,F,제주 서귀포시,3-5년,주말 저녁,친절한 지도,온라인,주 2회,0승 2패,체력 증진,실내 코트,주 1-2회,30만 원 이상
M698,45,M,부산 해운대구,0-1년,평일 저녁,엄격한 피드백,1:1,월 2-3회,,대회 준비,접근성,주 1회 미만,10만 원 미만
M699,35,F,서울 영등포구,1-3년,주말 저녁,미입력,그룹,월 2-3회,1승 2패,체력 증진,야외 코트,주 1회 미만,10-30만 원
M700,48,F,부산 남구,0-1년,주말 오전,동기부여 중심,온라인,월 1회 미만,,취미 유지,시설 완비,주 1회 미만,30만 원 이상
M701,56,F,광주 북구,1-3년,주말 저녁,동기부여 중심,1:1,월 1회 미만,3승 1패,취미 유지,시설 완비,매일,10-30만 원
M702,43,F,서울 서초구,1-3년,주말 저녁,엄격한 피드백,온라인,주 1회,2승 3패,취미 유지,실내 코트,주 1-2회,30만 원 이상
M703,31,M,광주 북구,5년 이상,주말 저녁,친절한 지도,1:1,주 1회,2승 2패,취미 유지,접근성,주 1-2회,10-30만 원
M704,56,F,인천 연수구,1-3년,평일 저녁,친절한 지도,그룹,주 1회,,취미 유지,시설 완비,매일,30만 원 이상
M705,39,F,서울 서초구,5년 이상,평일 저녁,동기부여 중심,그룹,주 1회,,체력 증진,야외 코트,매일,10-30만 원
M706,45,M,서울 서초구,0-1년,주말 오전,동기부여 중심,그룹,월 2-3회,3승 3패,체력 증진,실내 코트,매일,30만 원 이상
M707,28,M,광주 북구,5년 이상,주말 오전,엄격한 피드백,그룹,월 1회 미만,,대회 준비,야외 코트,미사용,10만 원 미만
M708,33,M,부산 남구,0-1년,주말 오전,동기부여 중심,온라인,월 2-3회,,실력 향상,미입력,매일,10만 원 미만
M709,30,F,서울 영등포구,5년 이상,평일 오전,동기부여 중심,그룹,주 2회,3승 1패,체력 증진,야외 코트,주 1회 미만,30만 원 이상
M710,48,F,서울 영등포구,0-1년,평일 저녁,엄격한 피드백,그룹,월 1회 미만,0승 3패,실력 향상,시설 완비,매일,10만 원 미만
M711,42,F,서울 송파구,3-5년,평일 오후,동기부여 중심,온라인,월 1회 미만,3승 2패,실력 향상,접근성,주 1회 미만,10만 원 미만
M712,27,F,서울 강남구,1-3년,평일 오전,친절한 지도,1:1,월 1회 미만,1승 0패,체력 증진,실내 코트,주 1-2회,30만 원 이상
M713,38,M,부산 수영구,3-5년,평일 저녁,미입력,온라인,월 2-3회,,체력 증진,접근성,매일,10만 원 미만
M714,34,F,서울 영등포구,3-5년,주말 오전,친절한 지도,1:1,월 1회 미만,,대회 준비,시설 완비,주 1-2회,30만 원 이상
M715,44,F,경기 용인시,3-5년,평일 오전,동기부여 중심,온라인,주 2회,,취미 유지,실내 코트,주 1-2회,30만 원 이상
M716,39,기타,광주 광산구,1-3년,주말 오전,친절한 지도,그룹,월 1회 미만,1승 1패,대회 준비,미입력,미사용,10-30만 원
M717,49,M,인천 연수구,3-5년,평일 오후,동기부여 중심,1:1,주 2회,1승 2패,취미 유지,야외 코트,주 1회 미만,10만 원 미만
M718,25,M,경기 성남시,1-3년,평일 저녁,동기부여 중심,1:1,월 1회 미만,2승 3패,실력 향상,접근성,매일,10만 원 미만
M719,21,기타,경기 용인시,0-1년,평일 오후,친절한 지도,온라인,월 2-3회,0승 3패,실력 향상,실내 코트,주 1회 미만,10-30만 원
M720,25,F,인천 남동구,0-1년,평일 오후,엄격한 피드백,1:1,주 2회,1승 1패,취미 유지,실내 코트,주 1회 미만,30만 원 이상
M721,47,기타,경기 용인시,0-1년,평일 저녁,친절한 지도,그룹,주 2회,,실력 향상,접근성,미사용,10만 원 미만
M722,10,M,대구 수성구,0-1년,평일 오후,동기부여 중심,그룹,주 1회,2승 1패,취미 유지,실내 코트,주 1회 미만,30만 원 이상
M723,42,F,대구 수성구,5년 이상,주말 오전,엄격한 피드백,온라인,월 1회 미만,,대회 준비,접근성,주 1-2회,10-30만 원
M724,42,M,대전 서구,3-5년,평일 저녁,미입력,1:1,월 2-3회,,실력 향상,접근성,미사용,10-30만 원
M725,37,F,경기 성남시,1-3년,평일 오후,엄격한 피드백,1:1,월 1회 미만,1승 2패,취미 유지,실내 코트,매일,10만 원 미만
M726,49,F,서울 마포구,3-5년,평일 저녁,친절한 지도,1:1,월 1회 미만,,체력 증진,야외 코트,주 1회 미만,30만 원 이상
M727,43,M,부산 해운대구,3-5년,주말 오전,미입력,1:1,주 2회,3승 1패,체력 증진,야외 코트,주 1-2회,10만 원 미만
M728,24,M,부산 수영구,0-1년,평일 저녁,동기부여 중심,그룹,주 1회,2승 2패,체력 증진,실내 코트,주 1-2회,10만 원 미만
M729,34,M,경기 성남시,5년 이상,주말 오전,친절한 지도,온라인,월 1회 미만,,체력 증진,미입력,주 1-2회,10-30만 원
M730,20,F,부산 해운대구,0-1년,평일 오후,친절한 지도,1:1,주 1회,,대회 준비,실내 코트,미사용,10만 원 미만
M731,48,M,경기 용인시,3-5년,주말 오전,친절한 지도,온라인,주 1회,0승 1패,체력 증진,실내 코트,주 1-2회,10-30만 원
M732,38,M,인천 연수구,1-3년,평일 오전,엄격한 피드백,1:1,월 2-3회,3승 3패,실력 향상,시설 완비,주 1회 미만,10만 원 미만
M733,34,F,서울 서초구,0-1년,평일 저녁,동기부여 중심,그룹,월 2-3회,2승 1패,체력 증진,접근성,미사용,10만 원 미만
M734,47,M,인천 연수구,1-3년,주말 저녁,친절한 지도,1:1,주 2회,2승 2패,실력 향상,시설 완비,주 1-2회,10만 원 미만
M735,34,M,대전 유성구,3-5년,주말 저녁,친절한 지도,온라인,주 1회,1승 1패,취미 유지,접근성,미사용,30만 원 이상
M736,43,F,제주 서귀포시,5년 이상,평일 오후,엄격한 피드백,1:1,월 1회 미만,3승 1패,대회 준비,야외 코트,매일,30만 원 이상
M737,39,F,대전 서구,0-1년,주말 저녁,친절한 지도,그룹,월 2-3회,,체력 증진,실내 코트,매일,10만 원 미만
M738,37,F,서울 강남구,3-5년,평일 저녁,친절한 지도,1:1,월 2-3회,3승 0패,대회 준비,시설 완비,미사용,30만 원 이상
M739,35,F,대전 서구,3-5년,주말 저녁,동기부여 중심,1:1,주 1회,3승 2패,대회 준비,미입력,주 1-2회,10만 원 미만
M740,14,F,광주 북구,0-1년,평일 저녁,친절한 지도,온라인,주 2회,0승 3패,취미 유지,실내 코트,매일,10만 원 미만
M741,40,M,광주 북구,3-5년,평일 오전,미입력,온라인,월 1회 미만,0승 1패,실력 향상,실내 코트,미사용,10-30만 원
M742,40,F,경기 용인시,0-1년,주말 저녁,친절한 지도,그룹,주 1회,0승 3패,취미 유지,미입력,주 1회 미만,30만 원 이상
M743,45,기타,부산 해운대구,3-5년,주말 오전,동기부여 중심,1:1,주 2회,3승 0패,실력 향상,야외 코트,주 1회 미만,10-30만 원
M744,33,F,인천 연수구,3-5년,평일 오전,엄격한 피드백,그룹,월 2-3회,3승 1패,체력 증진,야외 코트,주 1-2회,10만 원 미만
M745,46,M,대구 달서구,3-5년,평일 저녁,동기부여 중심,1:1,월 2-3회,2승 3패,체력 증진,접근성,미사용,10-30만 원
M746,31,F,인천 연수구,5년 이상,평일 오전,친절한 지도,그룹,월 2-3회,3승 0패,취미 유지,실내 코트,매일,10-30만 원
M747,31,M,인천 연수구,5년 이상,평일 저녁,친절한 지도,1:1,주 2회,2승 0패,실력 향상,실내 코트,주 1-2회,10만 원 미만
M748,33,F,대구 수성구,0-1년,평일 오후,엄격한 피드백,온라인,주 2회,1승 0패,대회 준비,실내 코트,주 1-2회,30만 원 이상
M749,30,M,광주 광산구,1-3년,평일 오후,엄격한 피드백,그룹,주 2회,1승 1패,체력 증진,야외 코트,매일,10만 원 미만
M750,43,기타,경기 용인시,0-1년,주말 저녁,엄격한 피드백,그룹,월 1회 미만,,취미 유지,야외 코트,주 1-2회,10만 원 미만
M751,36,F,대전 유성구,1-3년,주말 저녁,엄격한 피드백,1:1,주 2회,2승 2패,실력 향상,시설 완비,미사용,30만 원 이상
M752,27,F,서울 송파구,5년 이상,주말 오전,친절한 지도,온라인,주 1회,,실력 향상,야외 코트,주 1회 미만,10만 원 미만
M753,34,M,부산 해운대구,1-3년,평일 저녁,친절한 지도,온라인,월 2-3회,,대회 준비,실내 코트,주 1-2회,30만 원 이상
M754,27,M,경기 성남시,1-3년,평일 오후,엄격한 피드백,온라인,월 1회 미만,,체력 증진,실내 코트,매일,10-30만 원
M755,55,F,부산 해운대구,5년 이상,평일 오전,친절한 지도,1:1,주 2회,3승 2패,대회 준비,시설 완비,매일,10-30만 원
M756,39,F,서울 송파구,5년 이상,평일 저녁,친절한 지도,온라인,주 2회,3승 3패,대회 준비,접근성,주 1-2회,30만 원 이상
M757,39,F,서울 송파구,1-3년,평일 오후,친절한 지도,1:1,월 1회 미만,,대회 준비,접근성,미사용,10만 원 미만
M758,54,M,경기 용인시,1-3년,주말 저녁,엄격한 피드백,1:1,주 2회,3승 3패,실력 향상,실내 코트,매일,10-30만 원
M759,39,M,서울 영등포구,1-3년,주말 저녁,엄격한 피드백,1:1,월 1회 미만,,취미 유지,시설 완비,주 1-2회,10만 원 미만
M760,42,M,서울 강남구,1-3년,주말 오전,미입력,1:1,주 2회,3승 2패,대회 준비,야외 코트,주 1-2회,30만 원 이상
